date,product_id,sales,category,region,price,discount,rating,views,clicks,cost_price
2033-05-22,P002,61,D,North,15.56,4.42,5,3792,33,11.14
2033-05-23,P012,55,E,North,75.57,27.07,4,2762,495,48.49999999999999
2033-05-24,P011,64,E,West,80.77,6.38,2,2613,445,74.39
2033-05-25,P008,56,A,South,51.57,5.49,5,3476,384,46.08
2033-05-26,P001,49,B,South,49.52,5.75,1,1767,485,43.77
2033-05-27,P003,73,D,West,32.67,8.81,5,1437,114,23.86
2033-05-28,P008,59,B,North,67.97,14.28,4,2246,398,53.69
2033-05-29,P008,56,C,West,89.38,16.77,3,406,332,72.61
2033-05-30,P011,38,A,West,69.04,16.05,5,3367,151,52.99000000000001
2033-05-31,P005,37,C,North,79.42,12.14,4,1378,330,67.28
2033-06-01,P008,53,C,West,85.37,11.24,2,3976,43,74.13000000000001
2033-06-02,P009,52,E,West,30.35,2.55,5,1655,381,27.8
2033-06-03,P017,44,E,North,46.19,12.64,3,4763,241,33.55
2033-06-04,P005,52,C,South,49.24,17.75,3,2644,358,31.490000000000002
2033-06-05,P019,66,B,West,60.3,46.18,4,4094,133,14.119999999999997
2033-06-06,P019,57,A,East,14.43,1.95,3,2998,329,12.48
2033-06-07,P002,39,A,North,62.96,26.08,1,375,269,36.88
2033-06-08,P019,49,B,East,17.97,6.26,1,1779,274,11.709999999999999
2033-06-09,P015,42,C,West,82.59,22.25,1,4930,28,60.34
2033-06-10,P008,47,A,South,96.67,26.41,3,3083,300,70.26
2033-06-11,P008,46,E,West,36.08,6.4,5,460,215,29.68
2033-06-12,P001,46,D,North,55.6,14.08,2,1939,36,41.52
2033-06-13,P014,38,E,South,84.09,8.8,5,2680,252,75.29
2033-06-14,P011,49,B,West,38.32,8.2,2,3965,326,30.12
2033-06-15,P007,45,D,North,24.2,2.12,1,3040,237,22.08
2033-06-16,P018,21,A,East,76.52,40.18,3,2946,335,36.339999999999996
2033-06-17,P015,71,A,West,72.85,19.14,2,2467,142,53.709999999999994
2033-06-18,P010,61,D,East,61.3,7.39,1,3753,196,53.91
2033-06-19,P004,47,A,North,95.0,47.42,3,4867,304,47.58
2033-06-20,P001,51,D,North,95.96,16.22,1,3931,403,79.74
2033-06-21,P014,39,C,East,87.54,36.33,3,701,457,51.21000000000001
2033-06-22,P020,68,B,South,36.37,10.71,1,1531,240,25.659999999999997
2033-06-23,P020,70,E,West,30.28,6.93,1,784,382,23.35
2033-06-24,P009,52,D,North,85.22,54.91,2,3394,321,30.310000000000002
2033-06-25,P013,61,D,South,68.62,26.1,5,4532,374,42.52
2033-06-26,P017,52,C,North,45.65,11.2,2,3217,142,34.45
2033-06-27,P020,37,E,North,46.88,16.58,2,3803,83,30.300000000000004
2033-06-28,P004,47,C,North,86.8,16.96,2,1565,17,69.84
2033-06-29,P005,52,C,East,24.69,6.11,3,900,132,18.580000000000002
2033-06-30,P018,46,B,East,94.96,18.87,2,3740,59,76.08999999999999
2033-07-01,P017,49,A,North,66.99,30.93,4,4483,314,36.059999999999995
2033-07-02,P007,50,E,West,81.22,22.4,1,1539,406,58.82
2033-07-03,P010,50,C,South,43.38,19.96,2,1077,396,23.42
2033-07-04,P009,51,A,North,62.82,8.17,3,3583,499,54.65
2033-07-05,P013,40,A,South,77.5,22.35,3,395,146,55.15
2033-07-06,P018,44,A,North,49.16,18.1,5,3803,30,31.059999999999995
2033-07-07,P012,38,A,South,53.91,29.5,4,4540,162,24.409999999999997
2033-07-08,P008,61,B,West,62.39,5.79,3,3207,23,56.6
2033-07-09,P018,30,B,South,15.71,10.02,5,548,254,5.690000000000001
2033-07-10,P005,62,C,North,87.69,7.97,4,2080,81,79.72
2033-07-11,P007,65,A,West,88.0,26.9,3,4351,197,61.1
2033-07-12,P015,48,C,North,35.33,5.27,5,3944,48,30.06
2033-07-13,P003,25,D,North,89.18,9.46,3,977,208,79.72
2033-07-14,P018,47,B,East,77.07,51.19,3,291,389,25.879999999999995
2033-07-15,P006,50,B,South,53.49,21.42,5,904,171,32.07
2033-07-16,P006,41,E,North,41.3,14.03,5,3413,37,27.269999999999996
2033-07-17,P020,46,D,West,45.94,22.16,1,3184,217,23.779999999999998
2033-07-18,P001,66,B,West,58.1,15.89,1,3674,388,42.21
2033-07-19,P017,58,A,West,47.13,19.85,1,931,12,27.28
2033-07-20,P011,42,A,East,47.82,11.8,5,870,354,36.019999999999996
2033-07-21,P002,35,A,North,28.28,10.04,4,1766,213,18.240000000000002
2033-07-22,P009,48,C,West,73.7,35.84,2,271,491,37.86
2033-07-23,P019,49,B,East,64.86,21.93,4,3247,317,42.93
2033-07-24,P006,56,C,West,99.27,17.0,4,4451,102,82.27
2033-07-25,P007,46,B,East,22.71,8.19,5,3927,417,14.520000000000001
2033-07-26,P004,56,E,South,20.24,0.8,4,3307,309,19.439999999999998
2033-07-27,P003,70,C,North,56.43,7.05,5,4560,391,49.38
2033-07-28,P002,59,B,West,23.68,8.85,5,3664,298,14.83
2033-07-29,P010,51,E,East,64.96,7.23,1,3010,144,57.72999999999999
2033-07-30,P010,49,B,North,27.65,9.72,1,3011,341,17.93
2033-07-31,P017,48,D,South,53.47,15.86,4,434,323,37.61
2033-08-01,P016,63,C,East,65.02,38.58,4,1728,414,26.439999999999998
2033-08-02,P001,45,A,West,51.22,6.76,3,597,301,44.46
2033-08-03,P012,52,E,North,38.8,7.08,2,2945,179,31.72
2033-08-04,P020,52,E,South,80.41,30.18,5,4821,452,50.23
2033-08-05,P020,46,A,South,86.92,33.3,1,3898,235,53.620000000000005
2033-08-06,P010,38,E,East,35.02,13.12,3,3493,461,21.900000000000006
2033-08-07,P001,54,A,South,83.21,17.6,5,4103,442,65.60999999999999
2033-08-08,P016,51,A,West,45.25,10.14,5,2724,340,35.11
2033-08-09,P011,56,B,East,53.89,24.52,1,182,340,29.37
2033-08-10,P004,46,C,South,30.86,4.31,5,2218,348,26.55
2033-08-11,P003,64,D,North,66.32,13.96,4,1260,205,52.35999999999999
2033-08-12,P013,43,E,West,19.08,3.06,3,4209,208,16.02
2033-08-13,P015,68,B,North,63.25,0.39,4,3574,283,62.86
2033-08-14,P010,34,D,South,99.07,18.46,3,268,458,80.60999999999999
2033-08-15,P006,56,D,West,77.81,24.7,5,3364,156,53.11
2033-08-16,P011,56,E,North,90.55,9.96,2,3540,375,80.59
2033-08-17,P001,43,E,South,51.78,6.22,1,4883,233,45.56
2033-08-18,P020,56,B,West,22.79,7.62,5,3892,437,15.169999999999998
2033-08-19,P004,64,E,West,35.96,6.84,1,1487,30,29.12
2033-08-20,P010,29,D,West,14.41,3.65,4,4055,250,10.76
2033-08-21,P015,56,E,South,55.16,9.68,1,435,40,45.48
2033-08-22,P001,27,B,South,68.47,20.21,3,2541,491,48.26
2033-08-23,P015,42,B,West,48.2,7.45,5,3628,101,40.75
2033-08-24,P003,68,B,West,60.69,34.98,4,3946,406,25.71
2033-08-25,P001,46,E,West,38.86,7.85,3,573,56,31.009999999999998
2033-08-26,P006,40,C,South,17.73,0.22,1,3717,448,17.51
2033-08-27,P019,50,B,East,48.88,16.78,1,130,456,32.1
2033-08-28,P004,72,C,North,59.3,15.36,4,4660,217,43.94
2033-08-29,P012,33,A,North,98.44,36.42,3,2758,48,62.019999999999996
2033-08-30,P002,41,B,North,41.25,4.31,4,1783,73,36.94
2033-08-31,P017,67,C,East,71.0,6.67,1,4184,431,64.33
2033-09-01,P006,70,C,South,84.04,20.76,4,2422,75,63.28
2033-09-02,P012,51,D,West,40.19,3.34,2,4847,331,36.849999999999994
2033-09-03,P015,39,C,West,93.69,31.86,2,4620,178,61.83
2033-09-04,P017,73,D,East,40.49,3.09,2,4864,469,37.400000000000006
2033-09-05,P001,68,C,North,97.28,33.52,4,556,82,63.76
2033-09-06,P014,58,C,South,10.19,2.95,4,3954,229,7.239999999999999
2033-09-07,P002,44,A,South,67.08,10.68,1,3431,202,56.4
2033-09-08,P004,51,C,South,81.09,30.58,2,3220,267,50.510000000000005
2033-09-09,P020,50,E,West,35.21,4.77,1,865,112,30.44
2033-09-10,P002,55,E,North,20.53,7.18,2,2268,323,13.350000000000001
2033-09-11,P014,66,E,North,12.19,8.96,3,971,300,3.2299999999999986
2033-09-12,P018,61,A,East,16.7,7.21,3,2621,29,9.489999999999998
2033-09-13,P008,41,C,North,58.87,21.98,4,3715,398,36.89
2033-09-14,P020,66,A,West,85.53,20.69,2,3199,20,64.84
2033-09-15,P001,55,C,West,15.68,3.49,4,2348,36,12.19
2033-09-16,P016,59,D,South,20.19,12.33,4,1980,245,7.860000000000001
2033-09-17,P007,67,A,South,10.46,4.54,1,3091,458,5.920000000000001
2033-09-18,P006,41,E,North,35.4,12.43,4,848,416,22.97
2033-09-19,P019,52,E,South,92.91,6.94,2,3518,203,85.97
2033-09-20,P010,47,E,South,34.87,9.75,1,4464,299,25.119999999999997
2033-09-21,P006,36,C,East,49.67,25.0,4,475,338,24.67
2033-09-22,P010,55,C,South,26.11,5.13,4,2197,432,20.98
2033-09-23,P019,77,A,South,20.47,4.91,2,4525,333,15.559999999999999
2033-09-24,P003,34,B,North,26.42,1.34,1,3903,290,25.080000000000002
2033-09-25,P020,52,C,North,28.94,1.63,5,2172,268,27.310000000000002
2033-09-26,P003,58,B,South,21.73,7.09,1,289,180,14.64
2033-09-27,P020,53,B,East,81.24,6.76,2,1820,131,74.47999999999999
2033-09-28,P006,51,C,West,52.95,6.59,2,2437,43,46.36
2033-09-29,P017,39,A,West,58.58,3.23,5,2104,372,55.35
2033-09-30,P018,54,B,West,43.72,7.87,2,3292,351,35.85
2033-10-01,P010,44,A,East,28.97,7.34,3,461,403,21.63
2033-10-02,P006,30,A,South,18.45,5.91,3,4374,307,12.54
2033-10-03,P013,64,C,West,16.83,5.71,3,1178,324,11.119999999999997
2033-10-04,P006,62,B,South,26.66,18.61,2,3725,199,8.05
2033-10-05,P012,53,A,South,86.52,19.99,5,4351,175,66.53
2033-10-06,P014,54,B,South,29.49,12.69,5,944,319,16.799999999999997
2033-10-07,P017,63,A,West,41.93,4.56,3,4532,238,37.37
2033-10-08,P008,54,C,East,61.55,22.91,4,2895,42,38.64
2033-10-09,P005,61,A,East,56.03,24.81,3,2088,335,31.220000000000002
2033-10-10,P004,49,C,East,69.92,33.6,1,3675,332,36.32
2033-10-11,P006,65,C,East,27.49,10.67,5,4858,461,16.82
2033-10-12,P011,55,B,South,57.16,15.27,2,888,79,41.89
2033-10-13,P005,54,B,West,79.1,14.88,4,3203,492,64.22
2033-10-14,P014,40,B,East,44.88,25.47,5,4483,467,19.410000000000004
2033-10-15,P010,55,D,East,97.47,10.4,4,3703,477,87.07
2033-10-16,P011,44,B,East,62.02,6.85,2,3387,184,55.17
2033-10-17,P003,46,B,North,70.73,6.71,4,3188,182,64.02000000000001
2033-10-18,P008,44,A,South,51.32,6.52,2,2924,166,44.8
2033-10-19,P005,42,D,East,87.21,19.75,3,3258,404,67.46
2033-10-20,P020,74,D,South,50.63,26.67,2,815,403,23.96
2033-10-21,P010,66,A,South,94.81,33.21,5,3441,469,61.6
2033-10-22,P008,72,B,South,37.67,5.12,5,1813,105,32.550000000000004
2033-10-23,P009,40,E,North,87.92,27.1,3,2087,130,60.82
2033-10-24,P015,53,C,North,67.54,19.2,4,4803,415,48.34
2033-10-25,P001,39,D,East,81.91,16.78,1,1182,50,65.13
2033-10-26,P005,45,A,South,13.39,3.46,3,555,392,9.93
2033-10-27,P015,43,E,North,34.96,7.82,2,3397,490,27.14
2033-10-28,P004,65,C,West,86.24,41.61,5,135,140,44.629999999999995
2033-10-29,P019,48,E,West,38.65,18.06,1,3926,235,20.59
2033-10-30,P010,63,B,South,74.14,24.59,4,4406,155,49.55
2033-10-31,P002,59,A,West,99.3,1.57,5,3648,294,97.73
2033-11-01,P005,76,C,East,25.95,10.88,3,1280,293,15.069999999999999
2033-11-02,P018,38,C,West,47.58,11.43,2,2897,355,36.15
2033-11-03,P006,65,B,West,24.86,1.84,3,1357,127,23.02
2033-11-04,P010,64,B,West,23.89,8.35,3,577,466,15.540000000000001
2033-11-05,P015,43,B,South,66.97,12.99,5,4449,395,53.98
2033-11-06,P009,63,A,North,27.22,7.6,3,4249,40,19.619999999999997
2033-11-07,P013,56,D,West,53.44,15.45,4,2602,42,37.989999999999995
2033-11-08,P018,50,E,West,98.01,9.99,4,2052,325,88.02000000000001
2033-11-09,P007,44,A,South,39.98,21.36,2,828,369,18.619999999999997
2033-11-10,P002,45,A,East,88.63,27.7,2,3538,256,60.92999999999999
2033-11-11,P016,73,E,East,45.67,18.5,2,2589,153,27.17
2033-11-12,P002,53,C,North,33.66,3.56,1,668,425,30.099999999999998
2033-11-13,P004,61,E,South,40.26,3.69,4,4708,80,36.57
2033-11-14,P002,45,B,North,21.49,4.02,2,1586,266,17.47
2033-11-15,P017,45,C,West,71.11,20.85,5,2074,308,50.26
2033-11-16,P006,64,A,North,55.81,25.25,3,3158,26,30.560000000000002
2033-11-17,P010,39,E,North,65.24,10.73,4,2303,20,54.50999999999999
2033-11-18,P014,49,A,West,37.28,11.18,5,3355,345,26.1
2033-11-19,P015,53,A,North,68.81,8.51,1,3804,442,60.300000000000004
2033-11-20,P012,54,E,North,24.81,3.13,1,901,124,21.68
2033-11-21,P019,51,A,West,68.72,11.5,3,2617,252,57.22
2033-11-22,P011,57,D,West,17.3,7.55,1,1607,211,9.75
2033-11-23,P001,60,D,West,46.02,5.54,2,2321,230,40.480000000000004
2033-11-24,P008,60,A,North,64.88,19.46,4,142,192,45.419999999999995
2033-11-25,P006,43,C,West,86.98,26.24,4,3285,197,60.74000000000001
2033-11-26,P012,50,C,South,83.12,35.19,3,1765,338,47.93000000000001
2033-11-27,P020,65,C,North,57.43,28.21,4,1408,341,29.22
2033-11-28,P016,62,C,West,89.5,33.33,1,1245,418,56.17
2033-11-29,P018,39,D,North,55.53,19.46,4,360,321,36.07
2033-11-30,P012,56,C,South,56.55,19.93,4,2057,368,36.62
2033-12-01,P020,33,E,West,74.85,34.14,1,3116,210,40.709999999999994
2033-12-02,P002,53,C,West,89.0,9.4,3,889,438,79.6
2033-12-03,P007,72,E,East,64.24,17.46,4,1590,461,46.779999999999994
2033-12-04,P009,44,D,South,94.98,10.46,4,3318,497,84.52000000000001
2033-12-05,P018,45,E,South,30.93,8.3,4,2287,16,22.63
2033-12-06,P009,61,E,East,93.19,13.46,3,4871,174,79.72999999999999
2033-12-07,P008,38,A,South,29.95,11.14,2,3676,175,18.81
2033-12-08,P001,47,E,West,57.38,15.36,5,3002,180,42.02
2033-12-09,P005,59,A,East,81.64,19.62,3,324,135,62.019999999999996
2033-12-10,P016,47,C,North,82.14,3.68,1,2415,298,78.46
2033-12-11,P014,51,E,West,35.03,9.91,3,3435,186,25.12
2033-12-12,P013,61,E,South,98.73,13.0,3,798,76,85.73
2033-12-13,P011,57,B,East,17.25,3.97,2,1120,204,13.28
2033-12-14,P020,56,C,North,13.13,3.55,1,4009,123,9.580000000000002
2033-12-15,P013,50,E,East,85.74,46.22,1,901,280,39.519999999999996
2033-12-16,P015,57,E,West,83.71,22.59,4,3196,113,61.11999999999999
2033-12-17,P016,52,B,West,74.15,52.56,5,4658,264,21.590000000000003
2033-12-18,P013,58,A,East,86.57,12.32,5,4670,446,74.25
2033-12-19,P008,48,C,East,22.38,3.63,5,3319,290,18.75
2033-12-20,P018,51,B,South,18.61,4.14,1,2375,79,14.469999999999999
2033-12-21,P019,43,C,West,97.25,48.41,2,986,420,48.84
2033-12-22,P015,53,C,North,66.18,22.14,4,528,273,44.040000000000006
2033-12-23,P010,45,A,East,92.79,36.34,1,1313,455,56.45
2033-12-24,P004,42,A,North,91.58,32.07,4,3385,472,59.51
2033-12-25,P006,56,D,East,68.78,40.06,4,1310,109,28.72
2033-12-26,P008,55,B,West,66.56,25.45,4,2121,123,41.11
2033-12-27,P007,61,B,East,42.4,14.76,3,1099,426,27.64
2033-12-28,P012,49,C,South,23.42,8.24,2,2434,233,15.180000000000001
2033-12-29,P018,57,D,North,71.79,20.06,2,1081,211,51.730000000000004
2033-12-30,P018,59,D,East,83.61,27.29,5,809,462,56.32
2033-12-31,P019,58,C,West,59.02,23.36,3,1492,349,35.660000000000004
2034-01-01,P004,45,A,East,14.58,1.45,4,2957,225,13.13
2034-01-02,P001,55,D,North,23.04,11.47,5,3107,121,11.569999999999999
2034-01-03,P005,57,B,West,19.18,4.6,1,2723,138,14.58
2034-01-04,P007,54,A,East,69.2,37.09,4,4774,347,32.11
2034-01-05,P011,33,E,South,60.83,9.08,1,1042,379,51.75
2034-01-06,P011,55,D,South,51.99,11.16,2,2533,124,40.83
2034-01-07,P010,76,C,South,58.91,33.04,3,1055,482,25.869999999999997
2034-01-08,P007,50,B,West,34.84,3.15,3,2266,282,31.690000000000005
2034-01-09,P016,46,D,East,82.43,44.19,5,1705,47,38.24000000000001
2034-01-10,P001,57,C,West,39.57,13.02,4,3478,299,26.55
2034-01-11,P001,57,B,South,67.99,24.83,4,2696,464,43.16
2034-01-12,P012,66,D,West,45.18,2.05,1,1865,184,43.13
2034-01-13,P016,41,B,East,16.49,1.95,2,692,372,14.54
2034-01-14,P005,61,E,South,33.13,12.96,2,3773,198,20.17
2034-01-15,P014,60,B,West,96.86,6.76,5,2810,11,90.1
2034-01-16,P018,52,C,North,27.15,4.55,3,3900,446,22.599999999999998
2034-01-17,P009,57,D,South,19.44,4.69,1,937,375,14.75
2034-01-18,P002,64,C,North,36.2,21.59,5,4172,51,14.610000000000003
2034-01-19,P012,62,E,South,89.01,20.02,1,4933,391,68.99000000000001
2034-01-20,P010,42,A,East,37.54,5.88,2,3625,38,31.66
2034-01-21,P002,62,B,West,47.56,12.07,5,4533,413,35.49
2034-01-22,P015,53,C,North,37.91,16.46,2,4019,25,21.449999999999996
2034-01-23,P004,55,D,North,99.01,16.04,5,3168,371,82.97
2034-01-24,P019,55,D,West,99.99,47.24,2,1458,368,52.74999999999999
2034-01-25,P004,52,A,East,53.45,1.63,5,4197,143,51.82
2034-01-26,P009,66,D,North,80.63,5.33,3,551,408,75.3
2034-01-27,P013,53,E,West,29.81,1.39,1,494,204,28.419999999999998
2034-01-28,P010,43,A,North,43.69,17.72,2,1392,317,25.97
2034-01-29,P014,50,E,East,71.14,15.58,2,1421,404,55.56
2034-01-30,P003,56,B,North,35.77,7.41,4,709,182,28.360000000000003
2034-01-31,P003,66,E,North,30.22,20.17,4,1064,442,10.049999999999997
2034-02-01,P020,60,B,East,93.0,21.15,4,1329,147,71.85
2034-02-02,P016,45,E,North,31.99,13.8,1,3494,337,18.189999999999998
2034-02-03,P009,79,A,West,15.34,0.98,5,4729,419,14.36
2034-02-04,P014,57,B,East,77.6,19.94,1,3202,432,57.66
2034-02-05,P016,67,E,North,31.89,13.3,4,4177,323,18.59
2034-02-06,P009,53,E,East,50.52,6.59,4,4341,216,43.93000000000001
2034-02-07,P005,59,D,South,20.04,5.25,2,288,192,14.79
2034-02-08,P013,62,E,West,16.17,10.4,1,2411,66,5.770000000000001
2034-02-09,P015,66,D,North,51.44,5.72,5,4278,331,45.72
2034-02-10,P004,65,E,West,40.34,7.66,3,3835,242,32.68000000000001
2034-02-11,P014,63,C,North,55.53,11.5,5,2988,264,44.03
2034-02-12,P020,51,D,South,96.92,33.23,2,189,319,63.690000000000005
2034-02-13,P020,48,A,South,46.66,22.63,5,4413,10,24.029999999999998
2034-02-14,P007,57,A,West,64.24,17.38,4,683,313,46.86
2034-02-15,P004,64,B,West,18.78,6.1,1,2794,64,12.680000000000001
2034-02-16,P017,52,A,East,89.73,11.1,2,4465,163,78.63000000000001
2034-02-17,P009,65,B,North,82.53,9.19,3,684,328,73.34
2034-02-18,P004,69,A,North,57.02,21.31,4,697,461,35.71000000000001
2034-02-19,P003,45,D,West,26.5,6.91,4,251,114,19.59
2034-02-20,P019,46,C,East,48.34,2.62,1,4438,215,45.720000000000006
2034-02-21,P009,53,B,South,36.76,3.61,4,4933,379,33.15
2034-02-22,P008,57,C,North,99.51,12.26,3,2245,238,87.25
2034-02-23,P007,49,E,South,54.18,17.83,4,2741,178,36.35
2034-02-24,P007,68,E,East,48.0,14.02,5,2413,120,33.980000000000004
2034-02-25,P004,59,C,North,25.22,16.46,3,4802,298,8.759999999999998
2034-02-26,P019,55,D,East,31.52,3.52,1,779,476,28.0
2034-02-27,P012,40,C,East,74.04,20.09,4,1282,336,53.95
2034-02-28,P020,41,C,North,58.14,19.95,1,4647,313,38.19
2034-03-01,P006,57,C,South,42.22,15.91,3,2570,59,26.31
2034-03-02,P012,33,B,South,36.73,16.04,5,592,476,20.689999999999998
2034-03-03,P020,65,B,East,28.07,3.34,2,1349,170,24.73
2034-03-04,P004,53,C,West,13.05,3.87,5,3836,63,9.18
2034-03-05,P002,87,D,East,97.94,33.64,2,2710,81,64.3
2034-03-06,P015,78,E,South,77.78,7.92,3,1155,498,69.86
2034-03-07,P006,53,E,East,93.51,7.09,2,185,142,86.42
2034-03-08,P018,53,E,East,47.13,16.34,1,417,90,30.790000000000003
2034-03-09,P005,65,A,North,88.24,12.31,3,1757,260,75.92999999999999
2034-03-10,P004,72,D,East,33.06,19.22,5,2054,249,13.840000000000003
2034-03-11,P011,38,B,West,55.89,14.16,3,3934,154,41.730000000000004
2034-03-12,P011,37,E,West,28.22,4.55,3,961,13,23.669999999999998
2034-03-13,P009,48,B,West,79.33,31.44,2,3192,408,47.89
2034-03-14,P003,60,B,West,54.78,5.6,4,3425,56,49.18
2034-03-15,P011,60,B,East,58.26,17.05,4,4085,441,41.209999999999994
2034-03-16,P002,65,B,West,87.35,29.42,5,3761,17,57.92999999999999
2034-03-17,P009,43,C,West,76.53,3.03,5,3034,303,73.5
2034-03-18,P010,32,B,North,96.96,26.17,3,295,351,70.78999999999999
2034-03-19,P011,63,A,South,46.48,1.78,4,429,458,44.699999999999996
2034-03-20,P003,46,B,North,51.53,24.48,5,2092,101,27.05
2034-03-21,P017,35,E,West,65.38,10.92,5,4879,46,54.459999999999994
2034-03-22,P011,56,B,South,50.8,5.92,2,3125,484,44.879999999999995
2034-03-23,P017,63,E,North,47.77,9.92,5,100,458,37.85
2034-03-24,P019,54,B,East,40.65,10.64,1,4174,78,30.009999999999998
2034-03-25,P004,50,D,South,84.87,18.55,1,2777,479,66.32000000000001
2034-03-26,P002,53,C,North,58.01,18.2,3,3492,251,39.81
2034-03-27,P014,51,E,North,64.67,19.64,1,2501,10,45.03
2034-03-28,P015,41,A,West,28.37,1.71,4,4414,169,26.66
2034-03-29,P003,48,B,South,32.66,11.79,4,3440,447,20.869999999999997
2034-03-30,P020,60,E,West,40.58,5.75,4,2314,399,34.83
2034-03-31,P013,58,C,South,51.88,8.35,4,3929,427,43.53
2034-04-01,P013,57,B,West,13.95,5.67,5,3922,403,8.28
2034-04-02,P018,45,C,South,89.96,18.91,3,2186,191,71.05
2034-04-03,P020,53,A,South,91.33,43.06,3,2623,298,48.269999999999996
2034-04-04,P007,33,E,North,69.55,44.06,4,3173,168,25.489999999999995
2034-04-05,P016,57,A,West,38.44,11.58,4,2082,237,26.86
2034-04-06,P016,69,C,South,44.68,8.34,3,1253,490,36.34
2034-04-07,P006,40,D,South,76.06,22.84,2,3881,435,53.22
2034-04-08,P006,49,D,South,35.77,14.29,5,3811,315,21.480000000000004
2034-04-09,P004,58,E,East,64.8,27.95,4,4562,456,36.849999999999994
2034-04-10,P003,68,B,South,91.56,22.85,1,1866,338,68.71000000000001
2034-04-11,P001,51,A,East,46.94,24.47,1,3748,342,22.47
2034-04-12,P003,48,D,South,62.83,34.31,4,3938,485,28.519999999999996
2034-04-13,P019,35,D,South,93.57,18.32,5,2603,186,75.25
2034-04-14,P009,56,B,North,40.65,6.61,3,2665,88,34.04
2034-04-15,P014,76,A,North,78.37,21.73,3,4382,168,56.64
2034-04-16,P019,58,C,North,77.96,30.06,3,1841,414,47.89999999999999
2034-04-17,P019,55,D,North,93.56,8.73,5,3208,288,84.83
2034-04-18,P013,58,E,West,87.27,23.95,5,4598,310,63.31999999999999
2034-04-19,P016,55,E,South,77.39,22.91,1,4180,407,54.480000000000004
2034-04-20,P008,47,C,East,67.29,9.41,5,1595,180,57.88000000000001
2034-04-21,P016,64,B,South,31.71,19.43,5,2026,471,12.280000000000001
2034-04-22,P009,58,B,South,70.36,43.89,2,1911,238,26.47
2034-04-23,P009,55,D,South,34.88,4.95,2,1491,213,29.930000000000003
2034-04-24,P003,46,D,North,49.6,12.07,2,2224,61,37.53
2034-04-25,P007,68,D,South,73.87,9.37,3,2658,123,64.5
2034-04-26,P020,62,C,South,70.74,24.64,1,4830,148,46.099999999999994
2034-04-27,P018,50,C,West,46.11,9.71,2,3579,239,36.4
2034-04-28,P002,65,D,West,26.44,12.87,4,4331,233,13.570000000000002
2034-04-29,P001,50,B,East,53.57,14.91,2,1529,465,38.66
2034-04-30,P012,48,A,West,34.3,8.49,3,3888,195,25.809999999999995
2034-05-01,P016,48,D,North,32.99,4.37,1,3698,234,28.62
2034-05-02,P012,38,B,West,39.41,4.28,2,3453,119,35.129999999999995
2034-05-03,P010,60,B,East,73.56,35.69,1,4404,33,37.870000000000005
2034-05-04,P009,37,E,East,54.76,16.41,4,406,417,38.349999999999994
2034-05-05,P018,43,A,West,43.59,18.16,5,4154,351,25.430000000000003
2034-05-06,P004,35,D,South,91.05,5.18,5,1569,44,85.87
2034-05-07,P008,55,A,East,73.61,31.43,3,2779,326,42.18
2034-05-08,P004,54,D,West,54.52,9.98,1,4278,132,44.540000000000006
2034-05-09,P016,52,A,West,47.92,2.68,3,2088,364,45.24
2034-05-10,P008,45,A,West,83.7,3.38,1,3347,416,80.32000000000001
2034-05-11,P007,44,B,East,25.56,9.14,2,1679,153,16.419999999999998
2034-05-12,P013,60,A,South,69.77,20.91,2,634,194,48.86
2034-05-13,P008,50,A,North,11.89,2.21,3,1517,236,9.68
2034-05-14,P007,59,D,West,10.63,1.22,5,3044,57,9.41
2034-05-15,P005,47,B,South,93.86,17.19,4,2794,242,76.67
2034-05-16,P018,58,A,North,56.26,15.06,5,2814,355,41.199999999999996
2034-05-17,P019,69,B,West,38.36,2.28,3,3319,41,36.08
2034-05-18,P010,62,B,East,81.52,18.19,4,3254,37,63.33
2034-05-19,P011,52,C,North,98.63,51.93,1,4427,377,46.699999999999996
2034-05-20,P008,58,D,South,13.1,2.82,5,3644,308,10.28
2034-05-21,P006,53,C,North,13.42,4.61,3,3875,112,8.809999999999999
2034-05-22,P011,56,B,South,86.93,32.4,1,2422,27,54.53000000000001
2034-05-23,P016,53,A,South,60.1,25.12,5,2414,142,34.980000000000004
2034-05-24,P004,54,D,South,89.45,54.37,5,905,385,35.080000000000005
2034-05-25,P002,58,E,West,72.52,3.36,5,4727,336,69.16
2034-05-26,P013,46,D,North,52.35,10.89,2,1563,231,41.46
2034-05-27,P007,46,C,East,24.52,8.6,5,3010,436,15.92
2034-05-28,P017,42,D,West,45.09,22.62,5,988,276,22.470000000000002
2034-05-29,P013,40,A,East,80.84,29.54,4,2710,407,51.300000000000004
2034-05-30,P010,44,D,East,31.05,14.09,2,4271,352,16.96
2034-05-31,P013,58,E,North,74.11,5.18,2,3770,218,68.93
2034-06-01,P010,47,C,West,32.26,7.6,3,1457,426,24.659999999999997
2034-06-02,P007,61,C,North,51.72,21.28,4,4892,149,30.439999999999998
2034-06-03,P010,56,B,West,17.69,2.81,4,3481,89,14.88
2034-06-04,P016,36,C,West,50.95,10.42,2,2337,208,40.53
2034-06-05,P003,63,E,North,65.14,5.84,2,3709,365,59.3
2034-06-06,P004,64,E,West,60.7,30.73,3,1347,21,29.970000000000002
2034-06-07,P004,46,C,North,46.58,5.41,4,4728,470,41.17
